loan_amnt,title,dti,emp_length,approved
15000,Debt consolidation,13.11,9+ years,Yes
5600,Debt consolidation,19.38,9+ years,Yes
10000,Credit card refinancing,21.04,9+ years,Yes
3600,Debt consolidation,39.29,< 1 year,Yes
32000,Debt consolidation,29.9,9+ years,Yes
4000,Home improvement,27.07,9+ years,Yes
12000,Debt consolidation,19.24,5 years,Yes
6000,Debt consolidation,21.66,1 year,Yes
7500,Credit card refinancing,19.46,6 years,Yes
12500,Debt consolidation,17.31,9+ years,Yes
19000,Debt consolidation,14.46,2 years,Yes
21000,Credit card refinancing,10.85,4 years,Yes
6100,Debt consolidation,19.53,5 years,Yes
3000,Credit card refinancing,21.93,< 1 year,Yes
16000,Debt consolidation,19.55,9+ years,Yes
18000,Debt consolidation,9.66,3 years,Yes
29650,Other,24.24,9+ years,Yes
4200,Debt consolidation,9.4,1 year,Yes
10000,Debt consolidation,23.08,9+ years,Yes
4050,Debt consolidation,20.13,2 years,Yes
20000,Debt consolidation,31.12,9+ years,Yes
6000,Debt consolidation,19.65,9+ years,Yes
5500,Debt consolidation,21.26,5 years,Yes
28000,Debt consolidation,23.01,9+ years,Yes
17000,Credit card refinancing,12.75,5 years,Yes
12000,Debt consolidation,23.13,6 years,Yes
40000,Debt consolidation,9.95,4 years,Yes
10000,Credit card refinancing,15.65,< 1 year,Yes
12000,Debt consolidation,33.38,9+ years,Yes
25000,Credit card refinancing,28.06,9+ years,Yes
10000,Debt consolidation,3.04,1 year,Yes
10000,Debt consolidation,0.75,1 year,Yes
13000,Debt consolidation,28.09,< 1 year,Yes
18000,Credit card refinancing,28.24,5 years,Yes
6000,Credit card refinancing,33.86,5 years,Yes
6000,Credit card refinancing,32.91,2 years,Yes
40000,Credit card refinancing,15.39,9+ years,Yes
10000,Debt consolidation,6.76,< 1 year,Yes
21000,Credit card refinancing,16.71,9+ years,Yes
4000,Credit card refinancing,27.97,4 years,Yes
35000,Debt consolidation,20.28,9+ years,Yes
15000,Debt consolidation,11.68,1 year,Yes
15000,Major purchase,18.84,8 years,Yes
23400,Credit card refinancing,30.35,2 years,Yes
30000,Debt consolidation,5.26,4 years,Yes
8000,Debt consolidation,18.69,1 year,Yes
6000,Debt consolidation,17.86,5 years,Yes
10000,Debt consolidation,38.81,1 year,Yes
4000,Debt consolidation,23.78,3 years,Yes
5400,Major purchase,4.22,3 years,Yes
40000,Debt consolidation,15.45,2 years,Yes
20000,Debt consolidation,26.84,5 years,Yes
10000,Debt consolidation,30.07,9+ years,Yes
15000,Credit card refinancing,22.12,5 years,Yes
10000,Debt consolidation,30.97,9+ years,Yes
25200,Car financing,11.57,9+ years,Yes
10000,Debt consolidation,9.67,4 years,Yes
10000,Debt consolidation,2.89,< 1 year,Yes
25000,Debt consolidation,9.78,9+ years,Yes
16000,Debt consolidation,21.33,4 years,Yes
7000,Debt consolidation,16.94,5 years,Yes
5000,Major purchase,8.1,< 1 year,Yes
15000,Credit card refinancing,8.79,7 years,Yes
16000,Debt consolidation,14.22,3 years,Yes
10000,Credit card refinancing,15.71,5 years,Yes
24000,Debt consolidation,9.23,< 1 year,Yes
5200,Car financing,7.61,9+ years,Yes
40000,Debt consolidation,23.17,< 1 year,Yes
10000,Debt consolidation,9.99,< 1 year,Yes
4000,Home buying,8.93,5 years,Yes
30000,Credit card refinancing,11.94,2 years,Yes
6300,Home improvement,8.08,9+ years,Yes
15000,Credit card refinancing,22.43,1 year,Yes
16000,Credit card refinancing,19.55,9+ years,Yes
2400,Vacation,8.28,9+ years,Yes
2000,Other,30.42,2 years,Yes
7000,Debt consolidation,15.62,7 years,Yes
23500,Debt consolidation,16.54,4 years,Yes
16000,Credit card refinancing,10.77,9+ years,Yes
30000,Debt consolidation,17.81,4 years,Yes
22800,Debt consolidation,17.47,9+ years,Yes
20000,Credit card refinancing,11.61,2 years,Yes
12000,Debt consolidation,26.07,1 year,Yes
40000,Credit card refinancing,14.21,1 year,Yes
3800,Debt consolidation,18.75,< 1 year,Yes
20000,Credit card refinancing,38.08,4 years,Yes
20000,Debt consolidation,9.75,< 1 year,Yes
12000,Debt consolidation,27.23,3 years,Yes
7000,Debt consolidation,14.73,9+ years,Yes
8000,Credit card refinancing,15.36,1 year,Yes
10000,Debt consolidation,4.26,9+ years,Yes
5875,Debt consolidation,31.78,< 1 year,Yes
27000,Home improvement,32.37,9+ years,Yes
20000,Debt consolidation,9.06,9+ years,Yes
1600,Home improvement,29.01,9+ years,Yes
30000,Debt consolidation,19.22,9+ years,Yes
10000,Credit card refinancing,13.31,9+ years,Yes
6500,Credit card refinancing,14.01,< 1 year,Yes
5000,Moving and relocation,20.14,4 years,Yes
28000,Other,38.33,2 years,Yes
24000,Credit card refinancing,19.94,2 years,Yes
6000,Debt consolidation,9.33,9+ years,Yes
9000,Debt consolidation,31.37,< 1 year,Yes
2500,Credit card refinancing,9.41,< 1 year,Yes
18000,Debt consolidation,27.87,9+ years,Yes
10000,Debt consolidation,6.4,4 years,Yes
12000,Debt consolidation,20.7,4 years,Yes
6350,Credit card refinancing,33.41,< 1 year,Yes
15000,Debt consolidation,24.29,9+ years,Yes
40000,Home improvement,8.83,9+ years,Yes
25000,Credit card refinancing,17.25,9+ years,Yes
9000,Credit card refinancing,11.53,5 years,Yes
28000,Home improvement,21.56,< 1 year,Yes
20000,Debt consolidation,24.85,1 year,Yes
23000,Other,18.2,< 1 year,Yes
20000,Debt consolidation,26.02,1 year,Yes
4800,Major purchase,22.45,9+ years,Yes
2500,Home improvement,20.08,7 years,Yes
24550,Debt consolidation,16.57,9+ years,Yes
14000,Credit card refinancing,16.67,8 years,Yes
5000,Debt consolidation,34.78,3 years,Yes
4000,Credit card refinancing,15.62,2 years,Yes
3200,Credit card refinancing,18.5,9+ years,Yes
7000,Home improvement,25.74,9+ years,Yes
10000,Debt consolidation,14.6,9+ years,Yes
21000,Home buying,9.16,< 1 year,Yes
35000,Debt consolidation,11.59,< 1 year,Yes
7200,Debt consolidation,19.54,1 year,Yes
15000,Debt consolidation,34.58,3 years,Yes
12000,Credit card refinancing,14.45,3 years,Yes
8500,Debt consolidation,9.08,1 year,Yes
35000,Debt consolidation,13.12,< 1 year,Yes
10000,Debt consolidation,23.82,9+ years,Yes
8400,Credit card refinancing,23.51,1 year,Yes
7200,Debt consolidation,4.78,2 years,Yes
20000,Credit card refinancing,18.59,2 years,Yes
30000,Debt consolidation,2.91,9+ years,Yes
32000,Debt consolidation,14.43,2 years,Yes
40000,Debt consolidation,12.96,9+ years,Yes
20000,Debt consolidation,24.57,7 years,Yes
2400,Debt consolidation,16.38,9+ years,Yes
2500,Vacation,6.82,3 years,Yes
20000,Credit card refinancing,31.23,1 year,Yes
20000,Credit card refinancing,29.38,1 year,Yes
10000,Debt consolidation,24.75,7 years,Yes
11350,Home improvement,34.95,9+ years,Yes
40000,Debt consolidation,7.34,3 years,Yes
13000,Debt consolidation,14.06,9+ years,Yes
25000,Debt consolidation,32.52,9+ years,Yes
7000,Debt consolidation,17.92,4 years,Yes
20000,Credit card refinancing,8.19,8 years,Yes
4000,Credit card refinancing,19.7,< 1 year,Yes
5500,Credit card refinancing,20.55,9+ years,Yes
12000,Debt consolidation,17.72,9+ years,Yes
3600,Vacation,10,7 years,Yes
15000,Debt consolidation,14.61,9+ years,Yes
25000,Debt consolidation,12.63,< 1 year,Yes
35000,Debt consolidation,9.96,3 years,Yes
30000,Other,16.9,< 1 year,Yes
2400,Credit card refinancing,24.64,1 year,Yes
25000,Debt consolidation,2.6,9+ years,Yes
15000,Debt consolidation,21.49,6 years,Yes
40000,Debt consolidation,12.44,1 year,Yes
18500,Debt consolidation,3.41,4 years,Yes
10000,Credit card refinancing,12.06,6 years,Yes
8000,Other,11.34,< 1 year,Yes
18000,Credit card refinancing,10.47,7 years,Yes
15000,Debt consolidation,2.92,9+ years,Yes
11200,Debt consolidation,26.67,5 years,Yes
5000,Debt consolidation,8.01,9+ years,Yes
21000,Debt consolidation,27.39,3 years,Yes
25000,Home improvement,19.12,9+ years,Yes
24000,Debt consolidation,8.57,4 years,Yes
10000,Credit card refinancing,9.31,< 1 year,Yes
25000,Debt consolidation,15.55,8 years,Yes
12000,Moving and relocation,1.29,9+ years,Yes
34500,Home improvement,13.22,9+ years,Yes
8000,Debt consolidation,13.05,3 years,Yes
12000,Debt consolidation,23.89,5 years,Yes
24000,Credit card refinancing,12.91,9+ years,Yes
18000,Debt consolidation,5.41,9+ years,Yes
9500,Credit card refinancing,11.38,1 year,Yes
20000,Debt consolidation,24.65,9+ years,Yes
40000,Credit card refinancing,19.76,9+ years,Yes
11000,Debt consolidation,27.27,5 years,Yes
3950,Credit card refinancing,26.72,6 years,Yes
10075,Debt consolidation,31.92,2 years,Yes
35000,Debt consolidation,12.53,< 1 year,Yes
35000,Debt consolidation,20.75,9+ years,Yes
25000,Debt consolidation,23.87,7 years,Yes
12500,Credit card refinancing,17.24,3 years,Yes
15000,Debt consolidation,18.85,5 years,Yes
9000,Major purchase,19.28,9+ years,Yes
20000,Credit card refinancing,3.83,1 year,Yes
24000,Debt consolidation,8.99,4 years,Yes
30000,Debt consolidation,13.99,1 year,Yes
40000,Debt consolidation,5.11,9+ years,Yes
5500,Credit card refinancing,15.2,9+ years,Yes
25000,Other,25.2,9+ years,Yes
26000,Debt consolidation,10.5,< 1 year,Yes
35000,Credit card refinancing,14.77,< 1 year,Yes
10000,Debt consolidation,21.27,1 year,Yes
27000,Other,6.29,< 1 year,Yes
3000,Credit card refinancing,16.18,4 years,Yes
16000,Debt consolidation,16.17,< 1 year,Yes
35000,Debt consolidation,33.11,2 years,Yes
2200,Debt consolidation,5.95,1 year,Yes
12000,Major purchase,14.43,5 years,Yes
7000,Credit card refinancing,4.8,2 years,Yes
20000,Credit card refinancing,15.49,< 1 year,Yes
20000,Debt consolidation,5.08,9+ years,Yes
35000,Debt consolidation,20.43,9+ years,Yes
13200,Debt consolidation,30.73,2 years,Yes
9500,Credit card refinancing,24.51,5 years,Yes
21000,Debt consolidation,27.46,< 1 year,Yes
15500,Credit card refinancing,5.86,7 years,Yes
10000,Debt consolidation,22.1,1 year,Yes
15000,Debt consolidation,11.31,9+ years,Yes
18000,Credit card refinancing,29.09,7 years,Yes
7500,Home improvement,29.57,9+ years,Yes
15000,Debt consolidation,8.53,5 years,Yes
6500,Credit card refinancing,24.08,2 years,Yes
13000,Debt consolidation,19.71,5 years,Yes
4950,Debt consolidation,1.41,7 years,Yes
10000,Credit card refinancing,17.3,2 years,Yes
10500,Debt consolidation,23.47,9+ years,Yes
6000,Home buying,7.6,9+ years,Yes
11900,Home improvement,12.11,9+ years,Yes
6500,Home improvement,18.9,5 years,Yes
28800,Debt consolidation,26.25,9+ years,Yes
25000,Credit card refinancing,10.38,9+ years,Yes
10000,Debt consolidation,9.31,9+ years,Yes
2000,Other,32.82,3 years,Yes
20000,Debt consolidation,21.08,9+ years,Yes
12000,Debt consolidation,17.62,8 years,Yes
16200,Debt consolidation,16.5,9+ years,Yes
7500,Debt consolidation,10.06,8 years,Yes
20000,Debt consolidation,16.84,6 years,Yes
7000,Debt consolidation,28.12,9+ years,Yes
5000,Credit card refinancing,14.06,9+ years,Yes
30000,Other,7.49,8 years,Yes
25000,Credit card refinancing,21.65,7 years,Yes
5500,Debt consolidation,18.65,< 1 year,Yes
5000,Other,8.89,9+ years,Yes
3000,Debt consolidation,29.25,2 years,Yes
20000,Debt consolidation,23.92,9+ years,Yes
3000,Credit card refinancing,29.61,3 years,Yes
25000,Debt consolidation,14.26,6 years,Yes
32000,Debt consolidation,1.64,6 years,Yes
22000,Debt consolidation,10.7,6 years,Yes
20000,Debt consolidation,17.31,9+ years,Yes
7150,Debt consolidation,13.23,1 year,Yes
15000,Credit card refinancing,16.23,< 1 year,Yes
10000,Debt consolidation,11.03,5 years,Yes
30000,Debt consolidation,21.63,9+ years,Yes
25000,Debt consolidation,26.18,< 1 year,Yes
7000,Home improvement,6.14,9+ years,Yes
12000,Debt consolidation,17.41,2 years,Yes
22000,Credit card refinancing,36.71,< 1 year,Yes
30000,Debt consolidation,18.75,7 years,Yes
40000,Debt consolidation,20,7 years,Yes
6000,Debt consolidation,21.38,9+ years,Yes
10000,Debt consolidation,21.78,5 years,Yes
10450,Debt consolidation,16.23,3 years,Yes
40000,Debt consolidation,22.03,< 1 year,Yes
28000,Debt consolidation,17.88,9+ years,Yes
15500,Debt consolidation,24.44,6 years,Yes
4000,Other,21.13,9+ years,Yes
40000,Debt consolidation,14.55,1 year,Yes
12000,Credit card refinancing,15.21,7 years,Yes
12500,Credit card refinancing,16.16,1 year,Yes
24000,Debt consolidation,10.27,< 1 year,Yes
15000,Debt consolidation,22.84,2 years,Yes
15000,Debt consolidation,25.62,6 years,Yes
30000,Debt consolidation,11.17,< 1 year,Yes
20000,Credit card refinancing,12.72,< 1 year,Yes
20000,Debt consolidation,32.08,5 years,Yes
22500,Debt consolidation,12.89,9+ years,Yes
12000,Debt consolidation,15.02,9+ years,Yes
20000,Debt consolidation,14.53,9+ years,Yes
12000,Credit card refinancing,23.55,6 years,Yes
1500,Vacation,9.24,< 1 year,Yes
5200,Home buying,7.57,9+ years,Yes
15000,Credit card refinancing,22.22,5 years,Yes
25000,Debt consolidation,18.84,2 years,Yes
40000,Debt consolidation,0.85,< 1 year,Yes
5000,Debt consolidation,17.22,8 years,Yes
10000,Debt consolidation,18.64,1 year,Yes
30000,Debt consolidation,14.29,9+ years,Yes
12000,Credit card refinancing,25.6,9+ years,Yes
20000,Debt consolidation,29.65,2 years,Yes
20000,Credit card refinancing,12.16,< 1 year,Yes
10000,Debt consolidation,16.51,4 years,Yes
12000,Debt consolidation,13.74,< 1 year,Yes
18000,Debt consolidation,18.62,9+ years,Yes
8000,Credit card refinancing,19.84,6 years,Yes
7300,Debt consolidation,18.62,1 year,Yes
35000,Credit card refinancing,16.56,8 years,Yes
3000,Home improvement,21.36,4 years,Yes
24000,Debt consolidation,23.93,4 years,Yes
25000,Debt consolidation,19.48,< 1 year,Yes
10000,Debt consolidation,14.46,8 years,Yes
30000,Credit card refinancing,22.12,< 1 year,Yes
11200,Credit card refinancing,23.6,9+ years,Yes
5500,Credit card refinancing,12,< 1 year,Yes
15000,Debt consolidation,24.64,2 years,Yes
17600,Debt consolidation,27.49,3 years,Yes
27500,Home improvement,19.23,1 year,Yes
12000,Medical expenses,25.14,1 year,Yes
23000,Debt consolidation,25.94,9+ years,Yes
20000,Credit card refinancing,17.8,9+ years,Yes
15500,Debt consolidation,22.65,9+ years,Yes
24500,Debt consolidation,27.14,< 1 year,Yes
5000,Other,37.3,9+ years,Yes
4500,Debt consolidation,5.89,< 1 year,Yes
5000,Debt consolidation,1.16,1 year,Yes
10000,Credit card refinancing,26.5,9+ years,Yes
3500,Home improvement,27.33,2 years,Yes
10000,Debt consolidation,7.02,6 years,Yes
4500,Debt consolidation,1.27,6 years,Yes
4000,Vacation,34.91,9+ years,Yes
8000,Debt consolidation,31.33,8 years,Yes
15000,Debt consolidation,23.17,9+ years,Yes
6000,Major purchase,26.72,3 years,Yes
6000,Debt consolidation,28.12,1 year,Yes
8400,Debt consolidation,14.13,< 1 year,Yes
30000,Credit card refinancing,12.34,9+ years,Yes
4875,Debt consolidation,9.8,9+ years,Yes
10000,Credit card refinancing,26.86,9+ years,Yes
40000,Debt consolidation,11.12,9+ years,Yes
32700,Credit card refinancing,11.6,5 years,Yes
19500,Debt consolidation,15.75,9+ years,Yes
20000,Car financing,19.57,1 year,Yes
20000,Debt consolidation,20.09,9+ years,Yes
35000,Debt consolidation,23.27,9+ years,Yes
40000,Major purchase,4.03,9+ years,Yes
2500,Other,27.38,5 years,Yes
40000,Debt consolidation,21.39,6 years,Yes
35000,Debt consolidation,12.1,8 years,Yes
10000,Credit card refinancing,15.53,1 year,Yes
6000,Debt consolidation,4.33,9+ years,Yes
5000,Debt consolidation,29.08,9+ years,Yes
8750,Credit card refinancing,20.29,1 year,Yes
18000,Credit card refinancing,22.56,< 1 year,Yes
21800,Debt consolidation,25.2,9+ years,Yes
2000,Debt consolidation,8.96,7 years,Yes
30000,Debt consolidation,9.5,9+ years,Yes
14000,Home improvement,6.6,9+ years,Yes
20000,Debt consolidation,39.08,9+ years,Yes
7000,Credit card refinancing,9.43,< 1 year,Yes
10000,Credit card refinancing,20.48,2 years,Yes
8000,Debt consolidation,29.33,2 years,Yes
11000,Credit card refinancing,20.22,< 1 year,Yes
26500,Credit card refinancing,16.31,1 year,Yes
17225,Debt consolidation,33.25,9+ years,Yes
12000,Home buying,28.5,5 years,Yes
15000,Debt consolidation,21.47,9+ years,Yes
14400,Debt consolidation,26.31,6 years,Yes
20000,Debt consolidation,21.37,< 1 year,Yes
5500,Debt consolidation,15.31,2 years,Yes
5000,Credit card refinancing,4,< 1 year,Yes
18000,Debt consolidation,17.47,9+ years,Yes
20000,Debt consolidation,4.21,1 year,Yes
13575,Debt consolidation,35.38,9+ years,Yes
2525,Credit card refinancing,15.89,1 year,Yes
28425,Debt consolidation,25.21,9+ years,Yes
15000,Debt consolidation,6.66,7 years,Yes
24000,Debt consolidation,12.46,< 1 year,Yes
15000,Debt consolidation,26.53,< 1 year,Yes
31000,Debt consolidation,27.96,9+ years,Yes
27200,Debt consolidation,22.54,9+ years,Yes
7200,Credit card refinancing,11.32,9+ years,Yes
20000,Credit card refinancing,27.17,9+ years,Yes
5000,Debt consolidation,11.75,< 1 year,Yes
7500,Medical expenses,18.05,9+ years,Yes
19000,Debt consolidation,12.24,5 years,Yes
23000,Home improvement,9.18,4 years,Yes
7000,Other,37.16,2 years,Yes
15000,Credit card refinancing,28.03,< 1 year,Yes
22000,Debt consolidation,19.99,5 years,Yes
12000,Credit card refinancing,14.85,2 years,Yes
6500,Credit card refinancing,13.92,3 years,Yes
5000,Credit card refinancing,11.4,< 1 year,Yes
6000,Debt consolidation,5.02,9+ years,Yes
20000,Business,15.09,2 years,Yes
25000,Credit card refinancing,15.37,< 1 year,Yes
8000,Credit card refinancing,14.26,2 years,Yes
9000,Debt consolidation,9.71,9+ years,Yes
25000,Credit card refinancing,8.61,4 years,Yes
25000,Debt consolidation,20.29,8 years,Yes
10000,Debt consolidation,14.89,9+ years,Yes
30000,Other,12.66,< 1 year,Yes
16000,Medical expenses,14.45,< 1 year,Yes
20000,Debt consolidation,20.13,7 years,Yes
20000,Credit card refinancing,16.15,7 years,Yes
15000,Debt consolidation,25.48,9+ years,Yes
10000,Credit card refinancing,7.04,< 1 year,Yes
15000,Home buying,10.35,4 years,Yes
10000,Home improvement,15.93,5 years,Yes
3000,Debt consolidation,17.39,9+ years,Yes
30000,Debt consolidation,17.36,9+ years,Yes
10000,Credit card refinancing,34.81,2 years,Yes
15500,Credit card refinancing,16.39,9+ years,Yes
25000,Debt consolidation,28.03,5 years,Yes
20000,Debt consolidation,23.44,6 years,Yes
19000,Debt consolidation,17.65,5 years,Yes
10000,Debt consolidation,4.85,8 years,Yes
4800,Other,8.97,7 years,Yes
1450,Moving and relocation,21.03,< 1 year,Yes
19000,Business,8.96,9+ years,Yes
19200,Credit card refinancing,6.92,< 1 year,Yes
13000,Debt consolidation,39.34,9+ years,Yes
20000,Debt consolidation,28.1,< 1 year,Yes
35000,Debt consolidation,15.67,8 years,Yes
11000,Credit card refinancing,35.56,4 years,Yes
18000,Debt consolidation,2.67,9+ years,Yes
8000,Other,12.75,3 years,Yes
15000,Credit card refinancing,7.27,5 years,Yes
28000,Credit card refinancing,6.84,< 1 year,Yes
5000,Home improvement,14.47,1 year,Yes
13000,Credit card refinancing,16.2,< 1 year,Yes
10000,Debt consolidation,18.47,3 years,Yes
25000,Debt consolidation,13.13,9+ years,Yes
4000,Debt consolidation,25.09,9+ years,Yes
9000,Debt consolidation,16.55,1 year,Yes
